GeneId,GeneSymbol,GeneName,Svalue,Pvalue,Meta-Qvalue,sigCore
4336,MOBP,myelin-associated oligodendrocyte basic protein,34.12,4.77E-02,0.199,
6936,C2orf3,chromosome 2 open reading frame 3,31.6,4.77E-02,0.199,
63901,FAM111A,"family with sequence similarity 111, member A",26.47,4.77E-02,0.199,
3269,HRH1,histamine receptor H1,34.12,4.77E-02,0.199,
83657,DYNLRB2,"dynein, light chain, roadblock-type 2",18.45,4.78E-02,0.199,
25923,ATL3,atlastin GTPase 3,15.64,4.78E-02,0.199,
,211585_at_collapsed.par.4.167683449.167683726,unknown,15.64,4.78E-02,0.199,
7913,DEK,DEK oncogene,34.12,4.78E-02,0.199,
,KIAA1110,unknown,34.11,4.78E-02,0.2,
25833,POU2F3,POU class 2 homeobox 3,34.11,4.78E-02,0.2,
84928,TMEM209,transmembrane protein 209,12.71,4.79E-02,0.2,
,AK026965,unknown,26.46,4.79E-02,0.2,
115727,RASGRP4,RAS guanyl releasing protein 4,18.44,4.80E-02,0.2,
23473,CAPN7,calpain 7,31.58,4.80E-02,0.2,
5888,RAD51,"RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)",34.1,4.80E-02,0.2,
122769,PPIL5,peptidylprolyl isomerase (cyclophilin)-like 5,15.63,4.80E-02,0.2,
2069,EREG,epiregulin,34.1,4.80E-02,0.2,
6367,CCL22,chemokine (C-C motif) ligand 22,34.09,4.81E-02,0.2,
7372,UMPS,uridine monophosphate synthetase,34.09,4.81E-02,0.2,
56853,BRUNOL4,"bruno-like 4, RNA binding protein (Drosophila)",18.42,4.82E-02,0.201,
2833,CXCR3,chemokine (C-X-C motif) receptor 3,34.08,4.82E-02,0.201,
23199,KIAA0182,KIAA0182,34.08,4.82E-02,0.201,
27044,SND1,staphylococcal nuclease and tudor domain containing 1,34.08,4.82E-02,0.201,
23160,WDR43,WD repeat domain 43,34.08,4.82E-02,0.201,
57062,DDX24,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24,29.01,4.82E-02,0.201,
152519,NPAL1,NIPA-like domain containing 1,18.42,4.83E-02,0.201,
23544,SEZ6L,seizure related 6 homolog (mouse)-like,26.43,4.83E-02,0.201,
55769,ZNF83,zinc finger protein 83,29.01,4.83E-02,0.201,
8396,PIP4K2B,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",23.81,4.83E-02,0.201,
55827,IQWD1,IQ motif and WD repeats 1,26.42,4.83E-02,0.201,
3014,H2AFX,"H2A histone family, member X",34.06,4.84E-02,0.201,
23002,DAAM1,dishevelled associated activator of morphogenesis 1,34.06,4.84E-02,0.201,
1050,CEBPA,"CCAAT/enhancer binding protein (C/EBP), alpha",34.06,4.85E-02,0.201,
55526,DHTKD1,dehydrogenase E1 and transketolase domain containing 1,26.41,4.85E-02,0.201,
5332,PLCB4,"phospholipase C, beta 4",34.06,4.85E-02,0.201,
4638,MYLK,myosin light chain kinase,31.53,4.85E-02,0.201,
348093,RBPMS2,RNA binding protein with multiple splicing 2,18.4,4.86E-02,0.201,
9914,ATP2C2,"ATPase, Ca++ transporting, type 2C, member 2",34.05,4.86E-02,0.201,
,AX747345,unknown,12.67,4.86E-02,0.201,
124602,KIF19,kinesin family member 19,15.59,4.86E-02,0.201,
6532,SLC6A4,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4",34.04,4.86E-02,0.201,
23033,DOPEY1,dopey family member 1,34.04,4.86E-02,0.201,
6197,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",34.04,4.87E-02,0.201,
85365,ALG2,"asparagine-linked glycosylation 2, alpha-1,3-mannosyltransferase homolog (S. cerevisiae)",18.39,4.87E-02,0.202,
56882,CDC42SE1,CDC42 small effector 1,28.97,4.87E-02,0.202,
140578,CHODL,chondrolectin,28.97,4.87E-02,0.202,
6329,SCN4A,"sodium channel, voltage-gated, type IV, alpha subunit",31.52,4.87E-02,0.202,
6464,SHC1,SHC (Src homology 2 domain containing) transforming protein 1,34.03,4.87E-02,0.202,
255231,MCOLN2,mucolipin 2,18.39,4.87E-02,0.202,
10318,TNIP1,TNFAIP3 interacting protein 1,26.39,4.88E-02,0.202,
64710,NUCKS1,nuclear casein kinase and cyclin-dependent kinase substrate 1,28.97,4.88E-02,0.202,
,C16orf45.kApr07,unknown,12.66,4.88E-02,0.202,
,FAM26B,unknown,18.38,4.88E-02,0.202,
344595,LOC344595,hypothetical LOC344595,12.65,4.89E-02,0.202,
9476,NAPSA,napsin A aspartic peptidase,15.58,4.89E-02,0.202,
9331,B4GALT6,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6",34.02,4.89E-02,0.202,
3196,TLX2,T-cell leukemia homeobox 2,34.01,4.90E-02,0.202,
3164,NR4A1,"nuclear receptor subfamily 4, group A, member 1",34.01,4.90E-02,0.202,
,DQ592954,unknown,15.56,4.91E-02,0.202,
83741,TFAP2D,transcription factor AP-2 delta (activating enhancer binding protein 2 delta),18.37,4.91E-02,0.202,
3009,HIST1H1B,"histone cluster 1, H1b",34.01,4.91E-02,0.202,
,FLJ11171,unknown,12.64,4.91E-02,0.203,
54858,PGPEP1,pyroglutamyl-peptidase I,28.94,4.91E-02,0.203,
84283,TMEM79,transmembrane protein 79,18.36,4.92E-02,0.203,
23626,SPO11,SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae),28.93,4.92E-02,0.203,
8291,DYSF,"dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive)",26.35,4.93E-02,0.203,
,DQ574744,unknown,18.35,4.93E-02,0.203,
84305,WIBG,within bgcn homolog (Drosophila),18.35,4.93E-02,0.203,
3224,HOXC8,homeobox C8,26.35,4.93E-02,0.203,
137970,UNC5D,unc-5 homolog D (C. elegans),15.55,4.94E-02,0.203,
222171,PRR15,proline rich 15,18.35,4.94E-02,0.203,
375775,PNPLA7,patatin-like phospholipase domain containing 7,18.34,4.94E-02,0.203,
254173,TTLL10,"tubulin tyrosine ligase-like family, member 10",18.34,4.95E-02,0.204,
255043,TMEM86B,transmembrane protein 86B,18.34,4.95E-02,0.204,
79788,ZNF665,zinc finger protein 665,26.33,4.95E-02,0.204,
10281,DSCR4,Down syndrome critical region gene 4,33.96,4.95E-02,0.204,
114905,C1QTNF7,C1q and tumor necrosis factor related protein 7,18.32,4.98E-02,0.204,
2843,GPR20,G protein-coupled receptor 20,33.94,4.98E-02,0.204,
2346,FOLH1,folate hydrolase (prostate-specific membrane antigen) 1,12.6,4.99E-02,0.205,
160335,TMTC2,transmembrane and tetratricopeptide repeat containing 2,18.31,4.99E-02,0.205,
222643,UNC5CL,unc-5 homolog C (C. elegans)-like,18.31,5.00E-02,0.205,
83700,JAM3,junctional adhesion molecule 3,33.93,5.00E-02,0.205,
23547,LILRA4,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4",33.93,5.00E-02,0.205,
,BC030525,unknown,26.3,5.00E-02,0.205,
9825,SPATA2,spermatogenesis associated 2,33.91,5.01E-02,0.205,
9402,GRAP2,GRB2-related adaptor protein 2,33.91,5.02E-02,0.206,
22899,ARHGEF15,Rho guanine nucleotide exchange factor (GEF) 15,33.9,5.02E-02,0.206,
60625,DHX35,DEAH (Asp-Glu-Ala-His) box polypeptide 35,28.85,5.03E-02,0.206,
5203,PFDN4,prefoldin subunit 4,33.9,5.03E-02,0.206,
5917,RARS,arginyl-tRNA synthetase,21.01,5.03E-02,0.206,
220388,CCDC89,coiled-coil domain containing 89,15.49,5.03E-02,0.206,
214,ALCAM,activated leukocyte cell adhesion molecule,33.89,5.04E-02,0.206,
10720,UGT2B11,"UDP glucuronosyltransferase 2 family, polypeptide B11",12.57,5.05E-02,0.206,
166614,DCLK2,doublecortin-like kinase 2,12.57,5.04E-02,0.206,
81502,HM13,histocompatibility (minor) 13,18.28,5.05E-02,0.206,
7286,TUFT1,tuftelin 1,28.83,5.05E-02,0.206,
10143,CLEC3A,"C-type lectin domain family 3, member A",18.28,5.05E-02,0.206,
,215600_x_at_collapsed.par.3.48413473.48413808,unknown,15.48,5.05E-02,0.206,
8312,AXIN1,axin 1,33.88,5.05E-02,0.206,
4799,NFX1,"nuclear transcription factor, X-box binding 1",33.88,5.06E-02,0.207,
54360,CYTL1,cytokine-like 1,28.82,5.06E-02,0.207,
50837,TAS2R7,"taste receptor, type 2, member 7",28.82,5.06E-02,0.207,
23395,LARS2,"leucyl-tRNA synthetase 2, mitochondrial",31.36,5.06E-02,0.207,
131,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",33.87,5.06E-02,0.207,
1407,CRY1,cryptochrome 1 (photolyase-like),33.87,5.06E-02,0.207,
26253,CLEC4E,"C-type lectin domain family 4, member E",28.82,5.07E-02,0.207,
115677,NOSTRIN,nitric oxide synthase trafficker,23.63,5.07E-02,0.207,
388969,C2orf68,chromosome 2 open reading frame 68,12.55,5.08E-02,0.207,
7327,UBE2G2,"ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)",33.86,5.07E-02,0.207,
3293,HSD17B3,hydroxysteroid (17-beta) dehydrogenase 3,33.86,5.08E-02,0.207,
,BC037929,unknown,15.45,5.09E-02,0.207,
,LTB4DH,unknown,12.54,5.10E-02,0.208,
79834,SGK269,NKF3 kinase family member,12.53,5.10E-02,0.208,
,212258_s_at_collapsed.par.9.2019099.2023084,unknown,15.44,5.11E-02,0.208,
90933,TRIM41,tripartite motif-containing 41,15.44,5.11E-02,0.208,
10321,CRISP3,cysteine-rich secretory protein 3,33.83,5.11E-02,0.208,
55016,MARCH1,membrane-associated ring finger (C3HC4) 1,33.82,5.13E-02,0.208,
4939,OAS2,"2'-5'-oligoadenylate synthetase 2, 69/71kDa",33.81,5.13E-02,0.209,
2132,EXT2,exostoses (multiple) 2,33.81,5.13E-02,0.209,
25853,WDR40A,WD repeat domain 40A,18.22,5.14E-02,0.209,
1420,CRYGC,"crystallin, gamma C",33.81,5.14E-02,0.209,
1272,CNTN1,contactin 1,33.81,5.14E-02,0.209,
6942,TCF20,transcription factor 20 (AR1),33.81,5.14E-02,0.209,
,221281_at_collapsed.par.20.35427046.35447919,unknown,15.42,5.14E-02,0.209,
7135,TNNI1,"troponin I type 1 (skeletal, slow)",31.29,5.14E-02,0.209,
5690,PSMB2,"proteasome (prosome, macropain) subunit, beta type, 2",33.8,5.15E-02,0.209,
6843,VAMP1,vesicle-associated membrane protein 1 (synaptobrevin 1),33.8,5.15E-02,0.209,
117583,PARD3B,par-3 partitioning defective 3 homolog B (C. elegans),15.42,5.15E-02,0.209,
,BC043223,unknown,12.51,5.16E-02,0.209,
2826,CCR10,chemokine (C-C motif) receptor 10,28.75,5.16E-02,0.209,
7805,LAPTM5,lysosomal multispanning membrane protein 5,33.79,5.16E-02,0.209,
55558,PLXNA3,plexin A3,33.78,5.17E-02,0.209,
649446,FLJ35776,hypothetical LOC649446,15.41,5.17E-02,0.21,
10148,EBI3,Epstein-Barr virus induced 3,28.73,5.17E-02,0.21,
1496,CTNNA2,"catenin (cadherin-associated protein), alpha 2",33.78,5.17E-02,0.21,
1295,COL8A1,"collagen, type VIII, alpha 1",33.77,5.18E-02,0.21,
51251,NT5C3,"5'-nucleotidase, cytosolic III",15.4,5.18E-02,0.21,
51163,DBR1,debranching enzyme homolog 1 (S. cerevisiae),28.73,5.18E-02,0.21,
4640,MYO1A,myosin IA,33.77,5.18E-02,0.21,
55370,PPP4R1L,"protein phosphatase 4, regulatory subunit 1-like",18.19,5.19E-02,0.21,
,BC022056,unknown,12.49,5.19E-02,0.21,
11178,LZTS1,"leucine zipper, putative tumor suppressor 1",28.72,5.19E-02,0.21,
4622,MYH4,"myosin, heavy chain 4, skeletal muscle",28.72,5.19E-02,0.21,
123591,C15orf27,chromosome 15 open reading frame 27,15.39,5.20E-02,0.21,
221785,ZNF498,zinc finger protein 498,18.18,5.20E-02,0.21,
1056,CEL,carboxyl ester lipase (bile salt-stimulated lipase),31.25,5.20E-02,0.21,
,AK093362,unknown,12.48,5.21E-02,0.21,
8013,NR4A3,"nuclear receptor subfamily 4, group A, member 3",33.75,5.21E-02,0.21,
645323,LOC645323,hypothetical LOC645323,31.24,5.21E-02,0.211,
,PQLC2.cApr07,unknown,18.17,5.22E-02,0.211,
56888,KCMF1,potassium channel modulatory factor 1,28.7,5.22E-02,0.211,
2005,ELK4,"ELK4, ETS-domain protein (SRF accessory protein 1)",12.47,5.22E-02,0.211,
9726,ZNF646,zinc finger protein 646,20.88,5.22E-02,0.211,
,DKFZp686P13218,unknown,18.16,5.24E-02,0.211,
84056,KATNAL1,katanin p60 subunit A-like 1,18.16,5.24E-02,0.211,
23678,SGK3,"serum/glucocorticoid regulated kinase family, member 3",28.68,5.24E-02,0.211,
81890,QTRT1,queuine tRNA-ribosyltransferase 1,20.86,5.25E-02,0.212,
6747,SSR3,"signal sequence receptor, gamma (translocon-associated protein gamma)",28.67,5.25E-02,0.212,
11163,NUDT4,nudix (nucleoside diphosphate linked moiety X)-type motif 4,31.21,5.25E-02,0.212,
,220494_s_at_collapsed.par.14.73252605.73252815,unknown,15.36,5.26E-02,0.212,
6991,TCTE3,t-complex-associated-testis-expressed 3,15.36,5.26E-02,0.212,
123041,SLC24A4,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4",18.15,5.26E-02,0.212,
51659,GINS2,GINS complex subunit 2 (Psf2 homolog),28.67,5.25E-02,0.212,
11148,HHLA2,HERV-H LTR-associating 2,28.67,5.26E-02,0.212,
6792,CDKL5,cyclin-dependent kinase-like 5,33.71,5.26E-02,0.212,
389177,FLJ23172,hypothetical LOC389177,18.14,5.26E-02,0.212,
5129,PCTK3,PCTAIRE protein kinase 3,33.71,5.26E-02,0.212,
3661,IRF3,interferon regulatory factor 3,33.7,5.27E-02,0.212,
,BC009730,unknown,15.35,5.27E-02,0.212,
186,AGTR2,"angiotensin II receptor, type 2",33.7,5.27E-02,0.212,
25925,ZNF521,zinc finger protein 521,18.13,5.28E-02,0.212,
153328,LOC153328,similar to CG4995 gene product,18.13,5.28E-02,0.212,
23381,SMG5,"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)",26.09,5.28E-02,0.212,
6873,TAF2,"TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa",33.69,5.28E-02,0.212,
55301,OLAH,oleoyl-ACP hydrolase,28.65,5.28E-02,0.212,
55357,TBC1D2,"TBC1 domain family, member 2",26.08,5.29E-02,0.212,
,BC037827,unknown,12.44,5.29E-02,0.212,
51082,POLR1D,"polymerase (RNA) I polypeptide D, 16kDa",28.64,5.29E-02,0.212,
10625,IVNS1ABP,influenza virus NS1A binding protein,33.68,5.29E-02,0.212,
202374,STK32A,serine/threonine kinase 32A,15.33,5.30E-02,0.212,
9878,TOX4,TOX high mobility group box family member 4,26.08,5.30E-02,0.212,
64927,TTC23,tetratricopeptide repeat domain 23,26.08,5.30E-02,0.212,
81855,SFXN3,sideroflexin 3,31.17,5.29E-02,0.212,
8881,CDC16,cell division cycle 16 homolog (S. cerevisiae),33.67,5.30E-02,0.212,
26298,EHF,ets homologous factor,28.64,5.30E-02,0.212,
145645,C15orf43,chromosome 15 open reading frame 43,15.33,5.31E-02,0.213,
283149,BCL9L,B-cell CLL/lymphoma 9-like,18.11,5.31E-02,0.213,
642280,MGC26356,similar to zinc finger protein 595,12.42,5.32E-02,0.213,
10089,KCNK7,"potassium channel, subfamily K, member 7",28.62,5.32E-02,0.213,
10533,ATG7,ATG7 autophagy related 7 homolog (S. cerevisiae),28.62,5.32E-02,0.213,
26085,KLK13,kallikrein-related peptidase 13,33.65,5.33E-02,0.213,
18,ABAT,4-aminobutyrate aminotransferase,31.15,5.33E-02,0.213,
1813,DRD2,dopamine receptor D2,33.65,5.33E-02,0.213,
,210161_at_collapsed.par.18.75257060.75271594,unknown,15.32,5.33E-02,0.213,
4118,MAL,"mal, T-cell differentiation protein",33.65,5.33E-02,0.213,
,AK092541,unknown,12.41,5.33E-02,0.213,
,PCAF,unknown,23.45,5.33E-02,0.213,
55789,DEPDC1B,DEP domain containing 1B,18.09,5.34E-02,0.213,
7512,XPNPEP2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",33.64,5.34E-02,0.213,
2798,GNRHR,gonadotropin-releasing hormone receptor,33.64,5.34E-02,0.213,
10844,TUBGCP2,"tubulin, gamma complex associated protein 2",31.14,5.34E-02,0.213,
6217,RPS16,ribosomal protein S16,18.09,5.35E-02,0.214,
79905,TMC7,transmembrane channel-like 7,28.6,5.35E-02,0.214,
55975,KLHL7,kelch-like 7 (Drosophila),18.09,5.35E-02,0.214,
3236,HOXD10,homeobox D10,33.63,5.36E-02,0.214,
3257,HPS1,Hermansky-Pudlak syndrome 1,31.11,5.37E-02,0.214,
151871,DPPA2,developmental pluripotency associated 2,12.39,5.38E-02,0.214,
,217021_at_collapsed.par.20.22814387.22814643,unknown,15.29,5.38E-02,0.214,
285877,DKFZp564N2472,hypothetical protein DKFZp564N2472,15.29,5.38E-02,0.214,
10655,DMRT2,doublesex and mab-3 related transcription factor 2,18.07,5.38E-02,0.214,
55796,MBNL3,muscleblind-like 3 (Drosophila),28.58,5.38E-02,0.214,
25862,USP49,ubiquitin specific peptidase 49,28.57,5.39E-02,0.215,
3189,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3 (2H9),12.39,5.39E-02,0.215,
8537,BCAS1,breast carcinoma amplified sequence 1,33.6,5.39E-02,0.215,
,glerlaw.aApr07-unspliced,unknown,15.28,5.40E-02,0.215,
,HTR6.aApr07,unknown,20.76,5.39E-02,0.215,
143903,LAYN,layilin,18.06,5.40E-02,0.215,
112752,C14orf179,chromosome 14 open reading frame 179,18.05,5.40E-02,0.215,
,ZRF1,unknown,23.4,5.41E-02,0.215,
368,ABCC6,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6",33.58,5.41E-02,0.215,
,220644_at_collapsed.par.1.223668149.223668651,unknown,15.27,5.42E-02,0.215,
6121,RPE65,retinal pigment epithelium-specific protein 65kDa,33.58,5.42E-02,0.215,
255394,TCP11L2,t-complex 11 (mouse)-like 2,15.27,5.42E-02,0.215,
1559,CYP2C9,"cytochrome P450, family 2, subfamily C, polypeptide 9",33.58,5.42E-02,0.215,
,AK001875,unknown,15.26,5.43E-02,0.216,
,KIAA0265.aApr07,unknown,15.26,5.43E-02,0.216,
1053,CEBPE,"CCAAT/enhancer binding protein (C/EBP), epsilon",33.57,5.43E-02,0.216,
9071,CLDN10,claudin 10,31.06,5.44E-02,0.216,
8677,STX10,syntaxin 10,33.56,5.44E-02,0.216,
,nowaya.aApr07-unspliced,unknown,15.25,5.45E-02,0.216,
79192,IRX1,iroquois homeobox 1,18.03,5.45E-02,0.216,
84922,FIZ1,FLT3-interacting zinc finger 1,15.24,5.46E-02,0.217,
6227,RPS21,ribosomal protein S21,25.96,5.46E-02,0.217,
54508,FLJ11235,hypothetical protein FLJ11235,28.51,5.46E-02,0.217,
7337,UBE3A,ubiquitin protein ligase E3A,33.54,5.46E-02,0.217,
275,AMT,aminomethyltransferase,31.04,5.47E-02,0.217,
169270,ZNF596,zinc finger protein 596,20.72,5.47E-02,0.217,
9690,UBE3C,ubiquitin protein ligase E3C,33.53,5.48E-02,0.217,
80032,ZNF556,zinc finger protein 556,28.5,5.48E-02,0.217,
6517,SLC2A4,"solute carrier family 2 (facilitated glucose transporter), member 4",33.53,5.48E-02,0.217,
56155,TEX14,testis expressed 14,28.5,5.49E-02,0.217,
54102,CLIC6,chloride intracellular channel 6,18,5.49E-02,0.217,
,BC034578,unknown,15.22,5.50E-02,0.217,
9092,SART1,squamous cell carcinoma antigen recognized by T cells,31.01,5.50E-02,0.218,
169044,COL22A1,"collagen, type XXII, alpha 1",17.99,5.51E-02,0.218,
8674,VAMP4,vesicle-associated membrane protein 4,33.5,5.51E-02,0.218,
64132,XYLT2,xylosyltransferase II,28.47,5.52E-02,0.218,
7073,TIAL1,TIA1 cytotoxic granule-associated RNA binding protein-like 1,33.5,5.52E-02,0.218,
,210228_at_collapsed.par.5.131437507.131439537,unknown,15.21,5.53E-02,0.218,
55180,LINS1,lines homolog 1 (Drosophila),28.47,5.53E-02,0.218,
,BC038546,unknown,12.31,5.53E-02,0.218,
7490,WT1,Wilms tumor 1,33.49,5.53E-02,0.218,
147660,ZNF578,zinc finger protein 578,12.31,5.54E-02,0.218,
4109,MAGEA10,"melanoma antigen family A, 10",33.49,5.54E-02,0.218,
945,CD33,CD33 molecule,30.98,5.54E-02,0.219,
22999,RIMS1,regulating synaptic membrane exocytosis 1,33.48,5.54E-02,0.219,
56171,DNAH7,"dynein, axonemal, heavy chain 7",33.48,5.55E-02,0.219,
123099,DEGS2,"degenerative spermatocyte homolog 2, lipid desaturase (Drosophila)",17.97,5.55E-02,0.219,
1390,CREM,cAMP responsive element modulator,33.47,5.55E-02,0.219,
10230,NBR2,neighbor of BRCA1 gene 2,33.47,5.55E-02,0.219,
1911,PHC1,polyhomeotic homolog 1 (Drosophila),15.19,5.56E-02,0.219,
,BC035106,unknown,17.95,5.58E-02,0.22,
50853,VILL,villin-like,33.45,5.58E-02,0.22,
6194,RPS6,ribosomal protein S6,15.17,5.58E-02,0.22,
342035,GLDN,gliomedin,17.95,5.59E-02,0.22,
1051,CEBPB,"CCAAT/enhancer binding protein (C/EBP), beta",33.45,5.59E-02,0.22,
113402,SFT2D1,SFT2 domain containing 1,15.17,5.59E-02,0.22,
83463,MXD3,MAX dimerization protein 3,12.29,5.59E-02,0.22,
22955,SCMH1,sex comb on midleg homolog 1 (Drosophila),28.42,5.59E-02,0.22,
150000,ABCC13,"ATP-binding cassette, sub-family C (CFTR/MRP), member 13",17.94,5.60E-02,0.22,
713,C1QB,"complement component 1, q subcomponent, B chain",33.43,5.60E-02,0.22,
54466,SPIN2A,"spindlin family, member 2A",12.27,5.62E-02,0.22,
,215899_at_collapsed.par.1.242927471.242927964,unknown,15.16,5.61E-02,0.22,
390927,ZNF793,zinc finger protein 793,15.16,5.62E-02,0.22,
6198,RPS6KB1,"ribosomal protein S6 kinase, 70kDa, polypeptide 1",15.16,5.62E-02,0.22,
538,ATP7A,"ATPase, Cu++ transporting, alpha polypeptide",15.16,5.61E-02,0.22,
145508,C14orf145,chromosome 14 open reading frame 145,17.93,5.61E-02,0.22,
7462,LAT2,"linker for activation of T cells family, member 2",20.62,5.62E-02,0.22,
50619,DEF6,differentially expressed in FDCP 6 homolog (mouse),28.41,5.61E-02,0.22,
54700,RRN3,RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae),28.4,5.62E-02,0.22,
7156,TOP3A,topoisomerase (DNA) III alpha,33.43,5.61E-02,0.22,
1908,EDN3,endothelin 3,33.42,5.62E-02,0.22,
9693,RAPGEF2,Rap guanine nucleotide exchange factor (GEF) 2,33.42,5.62E-02,0.22,
1665,DHX15,DEAH (Asp-Glu-Ala-His) box polypeptide 15,33.43,5.61E-02,0.22,
9258,MFHAS1,malignant fibrous histiocytoma amplified sequence 1,33.43,5.61E-02,0.22,
4808,NHLH2,nescient helix loop helix 2,33.42,5.62E-02,0.22,
1807,DPYS,dihydropyrimidinase,33.42,5.61E-02,0.22,
23098,SARM1,sterile alpha and TIR motif containing 1,33.43,5.61E-02,0.22,
64114,TMBIM1,transmembrane BAX inhibitor motif containing 1,28.4,5.62E-02,0.22,
7270,TTF1,"transcription termination factor, RNA polymerase I",33.42,5.62E-02,0.22,
1995,ELAVL3,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)",33.41,5.63E-02,0.221,
116255,MOGAT1,monoacylglycerol O-acyltransferase 1,15.14,5.65E-02,0.221,
149773,LOC149773,hypothetical protein LOC149773,12.26,5.65E-02,0.221,
54497,HEATR5B,HEAT repeat containing 5B,17.91,5.65E-02,0.221,
4486,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),33.4,5.65E-02,0.221,
644660,C8orf81,chromosome 8 open reading frame 81,12.26,5.65E-02,0.221,
9266,CYTH2,cytohesin 2,12.25,5.65E-02,0.221,
,AX747524,unknown,12.26,5.65E-02,0.221,
257,ALX3,ALX homeobox 3,33.39,5.65E-02,0.221,
256369,C14orf48,chromosome 14 open reading frame 48,17.91,5.66E-02,0.221,
64779,MTHFSD,methenyltetrahydrofolate synthetase domain containing,28.37,5.67E-02,0.222,
663,BNIP2,BCL2/adenovirus E1B 19kDa interacting protein 2,33.38,5.68E-02,0.222,
84270,C9orf89,chromosome 9 open reading frame 89,17.89,5.68E-02,0.222,
79802,HHIPL2,HHIP-like 2,12.24,5.68E-02,0.222,
283755,HERC2P3,hect domain and RLD 2 pseudogene 3,12.24,5.69E-02,0.222,
,BC047723,unknown,12.23,5.70E-02,0.222,
9957,HS3ST1,heparan sulfate (glucosamine) 3-O-sulfotransferase 1,33.36,5.70E-02,0.222,
79930,DOK3,docking protein 3,28.34,5.71E-02,0.223,
9320,TRIP12,thyroid hormone receptor interactor 12,33.34,5.72E-02,0.223,
8575,PRKRA,"protein kinase, interferon-inducible double stranded RNA dependent activator",33.34,5.72E-02,0.223,
81565,NDEL1,nudE nuclear distribution gene E homolog (A. nidulans)-like 1,12.22,5.73E-02,0.223,
,ADAM10.aApr07,unknown,20.55,5.74E-02,0.224,
114987,WDR31,WD repeat domain 31,17.86,5.74E-02,0.224,
54813,KLHL28,kelch-like 28 (Drosophila),25.76,5.75E-02,0.224,
152559,PAQR3,progestin and adipoQ receptor family member III,33.31,5.76E-02,0.224,
3062,HCRTR2,hypocretin (orexin) receptor 2,33.31,5.76E-02,0.224,
10943,MSL3,male-specific lethal 3 homolog (Drosophila),12.2,5.77E-02,0.225,
253832,ZDHHC20,"zinc finger, DHHC-type containing 20",15.07,5.78E-02,0.225,
9967,THRAP3,thyroid hormone receptor associated protein 3,15.07,5.79E-02,0.225,
84820,POLR2J4,"polymerase (RNA) II (DNA directed) polypeptide J4, pseudogene",15.06,5.79E-02,0.225,
5551,PRF1,perforin 1 (pore forming protein),30.8,5.79E-02,0.225,
5045,FURIN,furin (paired basic amino acid cleaving enzyme),33.29,5.79E-02,0.225,
30813,VSX1,visual system homeobox 1,28.27,5.80E-02,0.225,
6158,RPL28,ribosomal protein L28,28.27,5.80E-02,0.225,
221472,FGD2,"FYVE, RhoGEF and PH domain containing 2",15.06,5.81E-02,0.225,
85002,FAM86B1,"family with sequence similarity 86, member B1",25.72,5.81E-02,0.225,
79742,CXorf36,chromosome X open reading frame 36,12.18,5.82E-02,0.226,
123016,TTC8,tetratricopeptide repeat domain 8,12.17,5.82E-02,0.226,
6819,SULT1C2,"sulfotransferase family, cytosolic, 1C, member 2",33.26,5.83E-02,0.226,
257019,FRMD3,FERM domain containing 3,17.81,5.83E-02,0.226,
57479,PRR12,proline rich 12,17.81,5.83E-02,0.226,
2580,GAK,cyclin G associated kinase,33.25,5.85E-02,0.227,
10692,RRH,retinal pigment epithelium-derived rhodopsin homolog,33.25,5.85E-02,0.227,
80329,ULBP1,UL16 binding protein 1,28.24,5.85E-02,0.227,
1019,CDK4,cyclin-dependent kinase 4,33.24,5.85E-02,0.227,
79618,HMBOX1,homeobox containing 1,28.23,5.86E-02,0.227,
5731,PTGER1,"prostaglandin E receptor 1 (subtype EP1), 42kDa",30.75,5.86E-02,0.227,
54856,GON4L,gon-4-like (C. elegans),28.23,5.87E-02,0.227,
4001,LMNB1,lamin B1,30.74,5.87E-02,0.227,
598,BCL2L1,BCL2-like 1,33.23,5.87E-02,0.227,
1124,CHN2,chimerin (chimaerin) 2,33.23,5.88E-02,0.227,
11156,PTP4A3,"protein tyrosine phosphatase type IVA, member 3",33.22,5.88E-02,0.227,
