GeneId,GeneSymbol,GeneName,Svalue,Pvalue,Meta-Qvalue,sigCore
8894,EIF2S2,"eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa",21.01,7.11E-03,2.98E-02,
26150,RIBC2,RIB43A domain with coiled-coils 2,21.01,7.12E-03,2.98E-02,
5925,RB1,retinoblastoma 1,21.01,7.13E-03,2.98E-02,
1814,DRD3,dopamine receptor D3,21.01,7.13E-03,2.98E-02,
60529,ALX4,ALX homeobox 4,17.66,7.13E-03,2.98E-02,
7324,UBE2E1,"ubiquitin-conjugating enzyme E2E 1 (UBC4/5 homolog, yeast)",21.00,7.15E-03,2.99E-02,
29937,NENF,neuron derived neurotrophic factor,17.65,7.18E-03,2.99E-02,
2145,EZH1,enhancer of zeste homolog 1 (Drosophila),20.99,7.18E-03,2.99E-02,
3818,KLKB1,"kallikrein B, plasma (Fletcher factor) 1",20.99,7.18E-03,2.99E-02,
3589,IL11,interleukin 11,20.99,7.18E-03,2.99E-02,
2317,FLNB,"filamin B, beta (actin binding protein 278)",20.99,7.18E-03,2.99E-02,
3574,IL7,interleukin 7,20.98,7.21E-03,3.00E-02,
8856,NR1I2,"nuclear receptor subfamily 1, group I, member 2",20.97,7.22E-03,3.00E-02,
1945,EFNA4,ephrin-A4,20.97,7.23E-03,3.01E-02,
23081,JMJD2C,jumonji domain containing 2C,20.97,7.24E-03,3.01E-02,
416,ARSF,arylsulfatase F,20.97,7.24E-03,3.01E-02,
9465,AKAP7,A kinase (PRKA) anchor protein 7,17.62,7.27E-03,3.02E-02,
3933,LCN1,lipocalin 1 (tear prealbumin),17.61,7.29E-03,3.02E-02,
4142,MAS1,MAS1 oncogene,20.95,7.29E-03,3.02E-02,
1674,DES,desmin,20.95,7.29E-03,3.02E-02,
9955,HS3ST3A1,heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1,17.60,7.31E-03,3.03E-02,
30846,EHD2,EH-domain containing 2,17.60,7.31E-03,3.03E-02,
79973,ZNF442,zinc finger protein 442,17.60,7.32E-03,3.03E-02,
1813,DRD2,dopamine receptor D2,20.94,7.32E-03,3.03E-02,
501,ALDH7A1,"aldehyde dehydrogenase 7 family, member A1",17.59,7.34E-03,3.03E-02,
57573,ZNF471,zinc finger protein 471,17.59,7.36E-03,3.03E-02,
6449,SGTA,"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha",20.92,7.36E-03,3.03E-02,
131578,LRRC15,leucine rich repeat containing 15,20.92,7.35E-03,3.03E-02,
22848,AAK1,AP2 associated kinase 1,20.93,7.34E-03,3.03E-02,
25888,ZNF473,zinc finger protein 473,20.92,7.36E-03,3.03E-02,
710,SERPING1,"serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",20.93,7.34E-03,3.03E-02,
6102,RP2,retinitis pigmentosa 2 (X-linked recessive),20.92,7.36E-03,3.03E-02,
1999,ELF3,"E74-like factor 3 (ets domain transcription factor, epithelial-specific )",20.92,7.35E-03,3.03E-02,
9194,SLC16A7,"solute carrier family 16, member 7 (monocarboxylic acid transporter 2)",20.92,7.36E-03,3.03E-02,
3440,IFNA2,"interferon, alpha 2",20.91,7.38E-03,3.04E-02,
4015,LOX,lysyl oxidase,17.57,7.39E-03,3.04E-02,
54509,RHOF,"ras homolog gene family, member F (in filopodia)",17.57,7.40E-03,3.04E-02,
54664,TMEM106B,transmembrane protein 106B,17.57,7.40E-03,3.04E-02,
9988,DMTF1,cyclin D binding myb-like transcription factor 1,20.90,7.41E-03,3.05E-02,
116496,FAM129A,"family with sequence similarity 129, member A",17.56,7.45E-03,3.06E-02,
6448,SGSH,N-sulfoglucosamine sulfohydrolase,20.89,7.45E-03,3.06E-02,
9934,P2RY14,"purinergic receptor P2Y, G-protein coupled, 14",20.88,7.46E-03,3.06E-02,
845,CASQ2,calsequestrin 2 (cardiac muscle),20.88,7.46E-03,3.06E-02,
53615,MBD3,methyl-CpG binding domain protein 3,20.88,7.48E-03,3.07E-02,
140609,NEK7,NIMA (never in mitosis gene a)-related kinase 7,20.87,7.49E-03,3.07E-02,
57538,ALPK3,alpha-kinase 3,20.87,7.50E-03,3.07E-02,
81494,CFHR5,complement factor H-related 5,17.52,7.54E-03,3.09E-02,
2867,FFAR2,free fatty acid receptor 2,17.52,7.56E-03,3.09E-02,
,AL049675,unknown,20.85,7.56E-03,3.09E-02,
7021,TFAP2B,transcription factor AP-2 beta (activating enhancer binding protein 2 beta),20.85,7.56E-03,3.09E-02,
1057,CELP,carboxyl ester lipase pseudogene,20.85,7.57E-03,3.09E-02,
5818,PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C),20.84,7.58E-03,3.09E-02,
2571,GAD1,"glutamate decarboxylase 1 (brain, 67kDa)",20.83,7.60E-03,3.10E-02,
54726,OTUD4,OTU domain containing 4,17.50,7.61E-03,3.11E-02,
5739,PTGIR,prostaglandin I2 (prostacyclin) receptor (IP),20.83,7.62E-03,3.11E-02,
1289,COL5A1,"collagen, type V, alpha 1",17.49,7.63E-03,3.11E-02,
4486,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),20.82,7.63E-03,3.11E-02,
55268,ECHDC2,enoyl Coenzyme A hydratase domain containing 2,17.49,7.63E-03,3.11E-02,
5076,PAX2,paired box 2,20.80,7.70E-03,3.13E-02,
9659,PDE4DIP,phosphodiesterase 4D interacting protein,17.47,7.71E-03,3.14E-02,
10699,CORIN,"corin, serine peptidase",17.46,7.73E-03,3.14E-02,
2863,GPR39,G protein-coupled receptor 39,20.79,7.72E-03,3.14E-02,
79894,ZNF672,zinc finger protein 672,17.45,7.75E-03,3.15E-02,
860,RUNX2,runt-related transcription factor 2,20.78,7.76E-03,3.15E-02,
8360,HIST1H4D,"histone cluster 1, H4d",17.45,7.78E-03,3.16E-02,
10232,MSLN,mesothelin,20.77,7.79E-03,3.16E-02,
55350,VNN3,vanin 3,17.42,7.85E-03,3.18E-02,
3004,GZMM,granzyme M (lymphocyte met-ase 1),20.75,7.85E-03,3.18E-02,
25776,CBY1,chibby homolog 1 (Drosophila),20.75,7.84E-03,3.18E-02,
25890,ABI3BP,"ABI family, member 3 (NESH) binding protein",17.42,7.86E-03,3.18E-02,
4300,MLLT3,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3",20.73,7.90E-03,3.20E-02,
26121,PRPF31,PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae),20.72,7.92E-03,3.20E-02,
90665,TBL1Y,transducin (beta)-like 1Y-linked,17.40,7.93E-03,3.21E-02,
4010,LMX1B,"LIM homeobox transcription factor 1, beta",20.72,7.94E-03,3.21E-02,
3567,IL5,"interleukin 5 (colony-stimulating factor, eosinophil)",20.71,7.95E-03,3.21E-02,
283232,TMEM80,transmembrane protein 80,17.38,7.98E-03,3.22E-02,
219,ALDH1B1,"aldehyde dehydrogenase 1 family, member B1",20.70,7.98E-03,3.22E-02,
10214,SSX3,"synovial sarcoma, X breakpoint 3",17.37,8.03E-03,3.24E-02,
9058,SLC13A2,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2",20.69,8.03E-03,3.24E-02,
79230,ZNF557,zinc finger protein 557,17.36,8.04E-03,3.24E-02,
6868,ADAM17,ADAM metallopeptidase domain 17,20.68,8.04E-03,3.24E-02,
37,ACADVL,"acyl-Coenzyme A dehydrogenase, very long chain",20.68,8.05E-03,3.24E-02,
10608,MXD4,MAX dimerization protein 4,20.68,8.05E-03,3.24E-02,
55,ACPP,"acid phosphatase, prostate",20.68,8.06E-03,3.24E-02,
26873,OPLAH,5-oxoprolinase (ATP-hydrolysing),20.67,8.09E-03,3.25E-02,
9322,TRIP10,thyroid hormone receptor interactor 10,20.67,8.09E-03,3.25E-02,
5309,PITX3,paired-like homeodomain 3,20.66,8.10E-03,3.25E-02,
10199,MPHOSPH10,M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein),20.66,8.10E-03,3.25E-02,
84717,HDGF2,hepatoma-derived growth factor-related protein 2,17.33,8.13E-03,3.26E-02,
8727,CTNNAL1,"catenin (cadherin-associated protein), alpha-like 1",20.65,8.15E-03,3.27E-02,
3321,IGSF3,"immunoglobulin superfamily, member 3",20.64,8.17E-03,3.27E-02,
8878,SQSTM1,sequestosome 1,20.64,8.17E-03,3.27E-02,
5456,POU3F4,POU class 3 homeobox 4,20.63,8.19E-03,3.28E-02,
359,AQP2,aquaporin 2 (collecting duct),20.63,8.21E-03,3.28E-02,
467,ATF3,activating transcription factor 3,20.62,8.22E-03,3.29E-02,
79891,ZNF671,zinc finger protein 671,17.30,8.23E-03,3.29E-02,
1030,CDKN2B,"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)",20.62,8.23E-03,3.29E-02,
10667,FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",20.62,8.23E-03,3.29E-02,
27134,TJP3,tight junction protein 3 (zona occludens 3),20.61,8.25E-03,3.29E-02,
79591,C10orf76,chromosome 10 open reading frame 76,17.30,8.25E-03,3.29E-02,
5600,MAPK11,mitogen-activated protein kinase 11,20.61,8.26E-03,3.30E-02,
64096,GFRA4,GDNF family receptor alpha 4,17.29,8.28E-03,3.30E-02,
23062,GGA2,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",20.60,8.28E-03,3.30E-02,
6940,ZNF354A,zinc finger protein 354A,20.60,8.29E-03,3.30E-02,
8764,TNFRSF14,"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)",20.60,8.29E-03,3.30E-02,
26298,EHF,ets homologous factor,17.28,8.31E-03,3.31E-02,
1486,CTBS,"chitobiase, di-N-acetyl-",20.59,8.32E-03,3.31E-02,
156,ADRBK1,"adrenergic, beta, receptor kinase 1",20.59,8.32E-03,3.31E-02,
6948,TCN2,transcobalamin II; macrocytic anemia,20.59,8.33E-03,3.31E-02,
10755,GIPC1,"GIPC PDZ domain containing family, member 1",20.58,8.34E-03,3.31E-02,
222,ALDH3B2,"aldehyde dehydrogenase 3 family, member B2",20.58,8.35E-03,3.32E-02,
90993,CREB3L1,cAMP responsive element binding protein 3-like 1,20.58,8.36E-03,3.32E-02,
904,CCNT1,cyclin T1,20.57,8.37E-03,3.32E-02,
4162,MCAM,melanoma cell adhesion molecule,17.26,8.38E-03,3.32E-02,
284119,PTRF,polymerase I and transcript release factor,20.57,8.39E-03,3.33E-02,
11119,BTN3A1,"butyrophilin, subfamily 3, member A1",20.56,8.42E-03,3.34E-02,
54768,HYDIN,hydrocephalus inducing homolog (mouse),17.24,8.43E-03,3.34E-02,
79633,FAT4,FAT tumor suppressor homolog 4 (Drosophila),17.24,8.45E-03,3.34E-02,
1200,TPP1,tripeptidyl peptidase I,20.55,8.45E-03,3.34E-02,
9918,NCAPD2,"non-SMC condensin I complex, subunit D2",20.55,8.45E-03,3.34E-02,
54855,FAM46C,"family with sequence similarity 46, member C",17.23,8.46E-03,3.35E-02,
54797,MED18,mediator complex subunit 18,17.23,8.49E-03,3.36E-02,
5565,PRKAB2,"protein kinase, AMP-activated, beta 2 non-catalytic subunit",17.22,8.50E-03,3.36E-02,
3565,IL4,interleukin 4,20.53,8.49E-03,3.36E-02,
391,RHOG,"ras homolog gene family, member G (rho G)",20.53,8.50E-03,3.36E-02,
57669,EPB41L5,erythrocyte membrane protein band 4.1 like 5,17.21,8.53E-03,3.36E-02,
51128,SAR1B,SAR1 homolog B (S. cerevisiae),17.21,8.53E-03,3.36E-02,
3993,LLGL2,lethal giant larvae homolog 2 (Drosophila),20.52,8.53E-03,3.36E-02,
54834,GDAP2,ganglioside induced differentiation associated protein 2,17.20,8.57E-03,3.38E-02,
22984,PDCD11,programmed cell death 11,20.50,8.59E-03,3.38E-02,
6004,RGS16,regulator of G-protein signaling 16,20.51,8.58E-03,3.38E-02,
196475,RMST,rhabdomyosarcoma 2 associated transcript (non-protein coding),17.19,8.60E-03,3.39E-02,
466,ATF1,activating transcription factor 1,20.50,8.60E-03,3.39E-02,
1366,CLDN7,claudin 7,20.50,8.61E-03,3.39E-02,
168667,BMPER,BMP binding endothelial regulator,20.50,8.62E-03,3.39E-02,
8288,EPX,eosinophil peroxidase,20.49,8.63E-03,3.39E-02,
9895,KIAA0329,KIAA0329,20.48,8.65E-03,3.40E-02,
64582,GPR135,G protein-coupled receptor 135,20.48,8.67E-03,3.40E-02,
7039,TGFA,"transforming growth factor, alpha",17.16,8.70E-03,3.42E-02,
387751,GVIN1,"GTPase, very large interferon inducible 1",17.16,8.71E-03,3.42E-02,
10215,OLIG2,oligodendrocyte lineage transcription factor 2,20.46,8.73E-03,3.42E-02,
6615,SNAI1,snail homolog 1 (Drosophila),17.14,8.77E-03,3.44E-02,
699,BUB1,budding uninhibited by benzimidazoles 1 homolog (yeast),20.44,8.78E-03,3.44E-02,
91369,ANKRD40,ankyrin repeat domain 40,20.44,8.79E-03,3.44E-02,
191585,PLAC4,placenta-specific 4,17.13,8.81E-03,3.45E-02,
23175,LPIN1,lipin 1,20.43,8.82E-03,3.45E-02,
10818,FRS2,fibroblast growth factor receptor substrate 2,17.13,8.83E-03,3.45E-02,
24146,CLDN15,claudin 15,17.12,8.84E-03,3.45E-02,
6103,RPGR,retinitis pigmentosa GTPase regulator,20.43,8.83E-03,3.45E-02,
8687,KRT38,keratin 38,17.12,8.85E-03,3.46E-02,
675,BRCA2,"breast cancer 2, early onset",20.42,8.85E-03,3.46E-02,
23547,LILRA4,"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 4",20.42,8.85E-03,3.46E-02,
28954,REM1,RAS (RAD and GEM)-like GTP-binding 1,20.42,8.87E-03,3.46E-02,
8359,HIST1H4A,"histone cluster 1, H4a",17.11,8.87E-03,3.46E-02,
116285,ACSM1,acyl-CoA synthetase medium-chain family member 1,20.41,8.88E-03,3.46E-02,
5585,PKN1,protein kinase N1,20.41,8.90E-03,3.47E-02,
1493,CTLA4,cytotoxic T-lymphocyte-associated protein 4,17.10,8.92E-03,3.47E-02,
51313,C4orf18,chromosome 4 open reading frame 18,17.10,8.92E-03,3.47E-02,
9534,ZNF254,zinc finger protein 254,20.40,8.92E-03,3.47E-02,
26152,ZNF337,zinc finger protein 337,20.40,8.94E-03,3.47E-02,
8785,MATN4,matrilin 4,20.39,8.96E-03,3.48E-02,
23545,ATP6V0A2,"ATPase, H+ transporting, lysosomal V0 subunit a2",20.39,8.97E-03,3.49E-02,
1634,DCN,decorin,17.08,9.00E-03,3.49E-02,
64077,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,17.08,9.00E-03,3.49E-02,
105,ADARB2,"adenosine deaminase, RNA-specific, B2 (RED2 homolog rat)",17.08,9.01E-03,3.49E-02,
6591,SNAI2,snail homolog 2 (Drosophila),20.38,9.00E-03,3.49E-02,
2153,F5,"coagulation factor V (proaccelerin, labile factor)",20.37,9.02E-03,3.50E-02,
57035,C1orf63,chromosome 1 open reading frame 63,20.37,9.02E-03,3.50E-02,
3963,LGALS7,"lectin, galactoside-binding, soluble, 7",17.07,9.04E-03,3.50E-02,
30817,EMR2,"egf-like module containing, mucin-like, hormone receptor-like 2",17.06,9.08E-03,3.51E-02,
,CENTD1,unknown,17.06,9.08E-03,3.51E-02,
51065,RPS27L,ribosomal protein S27-like,17.06,9.06E-03,3.51E-02,
6469,SHH,sonic hedgehog homolog (Drosophila),20.36,9.06E-03,3.51E-02,
3339,HSPG2,heparan sulfate proteoglycan 2,20.35,9.08E-03,3.51E-02,
3386,ICAM4,intercellular adhesion molecule 4 (Landsteiner-Wiener blood group),20.36,9.07E-03,3.51E-02,
10613,ERLIN1,ER lipid raft associated 1,20.36,9.07E-03,3.51E-02,
8858,PROZ,"protein Z, vitamin K-dependent plasma glycoprotein",20.35,9.08E-03,3.51E-02,
6556,SLC11A1,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",20.35,9.08E-03,3.51E-02,
6736,SRY,sex determining region Y,20.35,9.09E-03,3.51E-02,
6892,TAPBP,TAP binding protein (tapasin),17.05,9.12E-03,3.52E-02,
79788,ZNF665,zinc finger protein 665,17.04,9.12E-03,3.52E-02,
7004,TEAD4,TEA domain family member 4,20.34,9.13E-03,3.52E-02,
10036,CHAF1A,"chromatin assembly factor 1, subunit A (p150)",20.33,9.14E-03,3.52E-02,
4626,MYH8,"myosin, heavy chain 8, skeletal muscle, perinatal",20.33,9.15E-03,3.52E-02,
2313,FLI1,Friend leukemia virus integration 1,20.33,9.16E-03,3.52E-02,
1265,CNN2,calponin 2,17.03,9.17E-03,3.53E-02,
157697,ERICH1,glutamate-rich 1,20.32,9.19E-03,3.53E-02,
7049,TGFBR3,"transforming growth factor, beta receptor III",20.32,9.20E-03,3.53E-02,
25,ABL1,"c-abl oncogene 1, receptor tyrosine kinase",20.31,9.22E-03,3.54E-02,
6495,SIX1,SIX homeobox 1,20.31,9.23E-03,3.55E-02,
23187,PHLDB1,"pleckstrin homology-like domain, family B, member 1",20.31,9.24E-03,3.55E-02,
57127,RHBG,"Rh family, B glycoprotein",17.01,9.24E-03,3.55E-02,
1059,CENPB,"centromere protein B, 80kDa",20.30,9.26E-03,3.55E-02,
83452,RAB33B,"RAB33B, member RAS oncogene family",16.99,9.31E-03,3.57E-02,
55295,KLHL26,kelch-like 26 (Drosophila),16.99,9.30E-03,3.57E-02,
6753,SSTR3,somatostatin receptor 3,20.29,9.31E-03,3.57E-02,
57626,KLHL1,kelch-like 1 (Drosophila),16.99,9.32E-03,3.57E-02,
6005,RHAG,Rh-associated glycoprotein,20.28,9.32E-03,3.57E-02,
10500,SEMA6C,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C",20.28,9.32E-03,3.57E-02,
51324,SPG21,"spastic paraplegia 21 (autosomal recessive, Mast syndrome)",16.98,9.34E-03,3.57E-02,
5878,RAB5C,"RAB5C, member RAS oncogene family",20.27,9.37E-03,3.58E-02,
1489,CTF1,cardiotrophin 1,20.27,9.37E-03,3.58E-02,
6196,RPS6KA2,"ribosomal protein S6 kinase, 90kDa, polypeptide 2",20.26,9.38E-03,3.58E-02,
10880,ACTL7B,actin-like 7B,16.97,9.41E-03,3.59E-02,
83480,PUS3,pseudouridylate synthase 3,16.97,9.40E-03,3.59E-02,
8165,AKAP1,A kinase (PRKA) anchor protein 1,20.26,9.41E-03,3.59E-02,
339105,POL3S,polyserase 3,20.26,9.41E-03,3.59E-02,
81618,ITM2C,integral membrane protein 2C,16.95,9.47E-03,3.60E-02,
57062,DDX24,DEAD (Asp-Glu-Ala-Asp) box polypeptide 24,16.95,9.46E-03,3.60E-02,
5267,SERPINA4,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4",20.24,9.47E-03,3.60E-02,
374,AREG,amphiregulin,20.24,9.46E-03,3.60E-02,
22847,ZNF507,zinc finger protein 507,20.24,9.48E-03,3.60E-02,
6869,TACR1,tachykinin receptor 1,20.24,9.47E-03,3.60E-02,
4680,CEACAM6,carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen),20.24,9.47E-03,3.60E-02,
10765,JARID1B,"jumonji, AT rich interactive domain 1B",20.24,9.47E-03,3.60E-02,
57698,KIAA1598,KIAA1598,16.95,9.48E-03,3.60E-02,
55911,APOB48R,apolipoprotein B48 receptor,16.94,9.51E-03,3.61E-02,
10941,UGT2A1,"UDP glucuronosyltransferase 2 family, polypeptide A1",16.94,9.51E-03,3.61E-02,
22930,RAB3GAP1,RAB3 GTPase activating protein subunit 1 (catalytic),20.23,9.52E-03,3.61E-02,
84901,NFATC2IP,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein",20.22,9.52E-03,3.61E-02,
64078,SLC28A3,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 3",16.93,9.55E-03,3.62E-02,
54884,RETSAT,"retinol saturase (all-trans-retinol 13,14-reductase)",16.93,9.56E-03,3.62E-02,
284001,CCDC57,coiled-coil domain containing 57,20.21,9.57E-03,3.62E-02,
8178,ELL,elongation factor RNA polymerase II,20.21,9.57E-03,3.62E-02,
64866,CDCP1,CUB domain containing protein 1,16.91,9.60E-03,3.63E-02,
79057,PRRG3,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane),16.91,9.63E-03,3.64E-02,
55661,DDX27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27,20.19,9.63E-03,3.64E-02,
3916,LAMP1,lysosomal-associated membrane protein 1,20.19,9.62E-03,3.64E-02,
2242,FES,feline sarcoma oncogene,20.19,9.65E-03,3.64E-02,
9671,WSCD2,WSC domain containing 2,20.19,9.65E-03,3.64E-02,
5817,PVR,poliovirus receptor,20.19,9.65E-03,3.64E-02,
8725,C19orf2,chromosome 19 open reading frame 2,20.19,9.64E-03,3.64E-02,
51053,GMNN,"geminin, DNA replication inhibitor",16.90,9.67E-03,3.65E-02,
6666,SOX12,SRY (sex determining region Y)-box 12,20.18,9.67E-03,3.65E-02,
11329,STK38,serine/threonine kinase 38,20.18,9.67E-03,3.65E-02,
5990,RFX2,"regulatory factor X, 2 (influences HLA class II expression)",20.17,9.71E-03,3.65E-02,
272,AMPD3,adenosine monophosphate deaminase (isoform E),20.17,9.71E-03,3.65E-02,
79602,ADIPOR2,adiponectin receptor 2,20.17,9.71E-03,3.65E-02,
5562,PRKAA1,"protein kinase, AMP-activated, alpha 1 catalytic subunit",20.17,9.72E-03,3.65E-02,
56886,UGCGL1,UDP-glucose ceramide glucosyltransferase-like 1,16.88,9.73E-03,3.66E-02,
553103,LOC553103,hypothetical LOC553103,16.88,9.75E-03,3.66E-02,
79960,PHF17,PHD finger protein 17,16.87,9.76E-03,3.67E-02,
5578,PRKCA,"protein kinase C, alpha",20.15,9.80E-03,3.68E-02,
2815,GP9,glycoprotein IX (platelet),16.86,9.81E-03,3.68E-02,
3975,LHX1,LIM homeobox 1,20.14,9.80E-03,3.68E-02,
9159,PCSK7,proprotein convertase subtilisin/kexin type 7,20.14,9.81E-03,3.68E-02,
79845,RNF122,ring finger protein 122,16.85,9.86E-03,3.68E-02,
79823,C2orf34,chromosome 2 open reading frame 34,16.85,9.85E-03,3.68E-02,
57175,CORO1B,"coronin, actin binding protein, 1B",16.85,9.86E-03,3.68E-02,
80010,RMI1,"RMI1, RecQ mediated genome instability 1, homolog (S. cerevisiae)",16.85,9.86E-03,3.68E-02,
901,CCNG2,cyclin G2,20.13,9.86E-03,3.68E-02,
5020,OXT,"oxytocin, prepropeptide",20.14,9.83E-03,3.68E-02,
2801,GOLGA2,"golgi autoantigen, golgin subfamily a, 2",20.13,9.84E-03,3.68E-02,
2528,FUT6,"fucosyltransferase 6 (alpha (1,3) fucosyltransferase)",20.13,9.85E-03,3.68E-02,
9244,CRLF1,cytokine receptor-like factor 1,20.13,9.84E-03,3.68E-02,
6909,TBX2,T-box 2,20.13,9.85E-03,3.68E-02,
51115,FAM82B,"family with sequence similarity 82, member B",16.84,9.89E-03,3.69E-02,
4087,SMAD2,SMAD family member 2,20.12,9.90E-03,3.69E-02,
8743,TNFSF10,"tumor necrosis factor (ligand) superfamily, member 10",20.12,9.89E-03,3.69E-02,
4337,MOCS1,molybdenum cofactor synthesis 1,20.12,9.89E-03,3.69E-02,
10004,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1,20.12,9.91E-03,3.69E-02,
5737,PTGFR,prostaglandin F receptor (FP),20.11,9.91E-03,3.69E-02,
3643,INSR,insulin receptor,20.11,9.93E-03,3.70E-02,
,GCN5L2,unknown,16.83,9.94E-03,3.70E-02,
57161,PELI2,pellino homolog 2 (Drosophila),16.83,9.95E-03,3.70E-02,
4669,NAGLU,"N-acetylglucosaminidase, alpha-",20.10,9.95E-03,3.70E-02,
11060,WWP2,WW domain containing E3 ubiquitin protein ligase 2,20.10,9.96E-03,3.70E-02,
8029,CUBN,cubilin (intrinsic factor-cobalamin receptor),20.10,9.98E-03,3.70E-02,
7138,TNNT1,"troponin T type 1 (skeletal, slow)",20.09,9.99E-03,3.71E-02,
128553,TSHZ2,teashirt zinc finger homeobox 2,16.81,1.00E-02,3.71E-02,
6667,SP1,Sp1 transcription factor,20.09,1.00E-02,3.71E-02,
81031,SLC2A10,"solute carrier family 2 (facilitated glucose transporter), member 10",16.81,1.00E-02,3.71E-02,
9092,SART1,squamous cell carcinoma antigen recognized by T cells,20.08,1.00E-02,3.71E-02,
696,BTN1A1,"butyrophilin, subfamily 1, member A1",20.08,1.00E-02,3.71E-02,
23318,ZCCHC11,"zinc finger, CCHC domain containing 11",20.08,1.01E-02,3.72E-02,
80028,FBXL18,F-box and leucine-rich repeat protein 18,16.80,1.01E-02,3.72E-02,
3886,KRT35,keratin 35,20.07,1.01E-02,3.72E-02,
4635,MYL4,"myosin, light chain 4, alkali; atrial, embryonic",20.07,1.01E-02,3.72E-02,
3430,IFI35,interferon-induced protein 35,20.07,1.01E-02,3.72E-02,
8324,FZD7,frizzled homolog 7 (Drosophila),20.07,1.01E-02,3.73E-02,
571,BACH1,"BTB and CNC homology 1, basic leucine zipper transcription factor 1",20.06,1.01E-02,3.74E-02,
6936,C2orf3,chromosome 2 open reading frame 3,20.05,1.01E-02,3.74E-02,
9447,AIM2,absent in melanoma 2,20.05,1.01E-02,3.74E-02,
79987,SVEP1,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1",20.05,1.01E-02,3.74E-02,
26286,ARFGAP3,ADP-ribosylation factor GTPase activating protein 3,20.04,1.02E-02,3.75E-02,
29775,CARD10,"caspase recruitment domain family, member 10",20.04,1.02E-02,3.75E-02,
57720,GPR107,G protein-coupled receptor 107,20.04,1.02E-02,3.75E-02,
56999,ADAMTS9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",16.75,1.02E-02,3.77E-02,
3772,KCNJ15,"potassium inwardly-rectifying channel, subfamily J, member 15",20.01,1.03E-02,3.78E-02,
7855,FZD5,frizzled homolog 5 (Drosophila),20.01,1.03E-02,3.78E-02,
3399,ID3,"inhibitor of DNA binding 3, dominant negative helix-loop-helix protein",20.01,1.03E-02,3.79E-02,
3949,LDLR,low density lipoprotein receptor,20.00,1.03E-02,3.79E-02,
2251,FGF6,fibroblast growth factor 6,19.99,1.04E-02,3.80E-02,
4161,MC5R,melanocortin 5 receptor,19.99,1.04E-02,3.80E-02,
64921,CASD1,CAS1 domain containing 1,16.72,1.04E-02,3.80E-02,
6528,SLC5A5,"solute carrier family 5 (sodium iodide symporter), member 5",19.98,1.04E-02,3.81E-02,
23434,C3orf27,chromosome 3 open reading frame 27,19.98,1.04E-02,3.81E-02,
7486,WRN,Werner syndrome,19.98,1.04E-02,3.81E-02,
9510,ADAMTS1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",16.70,1.05E-02,3.83E-02,
7477,WNT7B,"wingless-type MMTV integration site family, member 7B",16.70,1.05E-02,3.83E-02,
2006,ELN,elastin,19.97,1.05E-02,3.83E-02,
7020,TFAP2A,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha),19.96,1.05E-02,3.83E-02,
7594,ZNF43,zinc finger protein 43,19.96,1.05E-02,3.83E-02,
7711,ZNF155,zinc finger protein 155,16.69,1.05E-02,3.84E-02,
5915,RARB,"retinoic acid receptor, beta",19.95,1.05E-02,3.85E-02,
1906,EDN1,endothelin 1,16.67,1.06E-02,3.85E-02,
7681,MKRN3,makorin ring finger protein 3,19.94,1.06E-02,3.85E-02,
4603,MYBL1,v-myb myeloblastosis viral oncogene homolog (avian)-like 1,16.67,1.06E-02,3.86E-02,
2775,GNAO1,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",19.92,1.06E-02,3.87E-02,
60495,HPSE2,heparanase 2,16.65,1.06E-02,3.87E-02,
